,const,linear_drift,scene_boxcar,scene_hrf
315.0,1.0,-0.7150610583446404,1.0,1.0
316.0,1.0,-0.7141564902758932,1.0,1.0
317.0,1.0,-0.7132519222071461,1.0,1.0
318.0,1.0,-0.7123473541383989,1.0,1.0
319.0,1.0,-0.7114427860696517,1.0,1.0
320.0,1.0,-0.7105382180009046,1.0,1.0
321.0,1.0,-0.7096336499321574,1.0,1.0
322.0,1.0,-0.7087290818634102,1.0,1.0
323.0,1.0,-0.707824513794663,1.0,1.0
324.0,1.0,-0.7069199457259159,1.0,1.0
325.0,1.0,-0.7060153776571687,1.0,1.0
326.0,1.0,-0.7051108095884215,1.0,1.0
327.0,1.0,-0.7042062415196744,1.0,1.0
328.0,1.0,-0.7033016734509272,1.0,1.0
329.0,1.0,-0.70239710538218,1.0,1.0
330.0,1.0,-0.7014925373134329,1.0,1.0
331.0,1.0,-0.7005879692446857,1.0,1.0
332.0,1.0,-0.6996834011759385,1.0,1.0
333.0,1.0,-0.6987788331071914,1.0,1.0
334.0,1.0,-0.6978742650384442,1.0,1.0
335.0,1.0,-0.696969696969697,1.0,1.0
336.0,1.0,-0.6960651289009498,1.0,1.0
337.0,1.0,-0.6951605608322027,1.0,1.0
338.0,1.0,-0.6942559927634555,1.0,1.0
339.0,1.0,-0.6933514246947083,1.0,1.0
340.0,1.0,-0.6924468566259612,1.0,1.0
341.0,1.0,-0.691542288557214,1.0,1.0
342.0,1.0,-0.6906377204884668,1.0,1.0
343.0,1.0,-0.6897331524197197,1.0,1.0
344.0,1.0,-0.6888285843509724,1.0,1.0
345.0,1.0,-0.6879240162822252,1.0,1.0
346.0,1.0,-0.687019448213478,1.0,1.0
347.0,1.0,-0.6861148801447309,1.0,1.0
348.0,1.0,-0.6852103120759837,1.0,1.0
349.0,1.0,-0.6843057440072365,1.0,1.0
350.0,1.0,-0.6834011759384894,1.0,1.0
351.0,1.0,-0.6824966078697422,1.0,1.0
352.0,1.0,-0.681592039800995,1.0,1.0
353.0,1.0,-0.6806874717322479,1.0,1.0
354.0,1.0,-0.6797829036635007,1.0,1.0
355.0,1.0,-0.6788783355947535,1.0,1.0
356.0,1.0,-0.6779737675260064,1.0,1.0
357.0,1.0,-0.6770691994572592,1.0,1.0
358.0,1.0,-0.6761646313885119,1.0,1.0
359.0,1.0,-0.6752600633197647,1.0,1.0
360.0,1.0,-0.6743554952510176,1.0,1.0
361.0,1.0,-0.6734509271822704,1.0,1.0
362.0,1.0,-0.6725463591135232,1.0,1.0
363.0,1.0,-0.6716417910447761,1.0,1.0
364.0,1.0,-0.6707372229760289,1.0,1.0
365.0,1.0,-0.6698326549072817,1.0,1.0
366.0,1.0,-0.6689280868385346,1.0,1.0
367.0,1.0,-0.6680235187697874,1.0,1.0
368.0,1.0,-0.6671189507010402,1.0,1.0
369.0,1.0,-0.666214382632293,1.0,1.0
370.0,1.0,-0.6653098145635459,1.0,1.0
371.0,1.0,-0.6644052464947987,1.0,1.0
372.0,1.0,-0.6635006784260515,1.0,1.0
373.0,1.0,-0.6625961103573044,1.0,1.0
374.0,1.0,-0.6616915422885572,1.0,1.0
375.0,1.0,-0.66078697421981,1.0,1.0
376.0,1.0,-0.6598824061510629,1.0,1.0
377.0,1.0,-0.6589778380823157,1.0,1.0
378.0,1.0,-0.6580732700135685,1.0,1.0
379.0,1.0,-0.6571687019448214,1.0,1.0
380.0,1.0,-0.6562641338760742,1.0,1.0
381.0,1.0,-0.655359565807327,1.0,1.0
382.0,1.0,-0.6544549977385798,1.0,1.0
383.0,1.0,-0.6535504296698327,1.0,1.0
384.0,1.0,-0.6526458616010855,1.0,1.0
385.0,1.0,-0.6517412935323383,1.0,1.0
386.0,1.0,-0.6508367254635912,1.0,1.0
387.0,1.0,-0.649932157394844,1.0,1.0
388.0,1.0,-0.6490275893260968,1.0,1.0
389.0,1.0,-0.6481230212573497,1.0,1.0
390.0,1.0,-0.6472184531886025,1.0,1.0
391.0,1.0,-0.6463138851198553,1.0,1.0
392.0,1.0,-0.6454093170511082,1.0,1.0
393.0,1.0,-0.644504748982361,1.0,1.0
394.0,1.0,-0.6436001809136138,1.0,1.0
395.0,1.0,-0.6426956128448666,1.0,1.0
396.0,1.0,-0.6417910447761195,1.0,1.0
397.0,1.0,-0.6408864767073723,1.0,1.0
398.0,1.0,-0.639981908638625,1.0,1.0
399.0,1.0,-0.6390773405698779,1.0,1.0
400.0,1.0,-0.6381727725011307,1.0,1.0
401.0,1.0,-0.6372682044323835,1.0,1.0
402.0,1.0,-0.6363636363636364,1.0,1.0
403.0,1.0,-0.6354590682948892,1.0,1.0
404.0,1.0,-0.634554500226142,1.0,1.0
405.0,1.0,-0.6336499321573948,1.0,1.0
406.0,1.0,-0.6327453640886477,1.0,1.0
407.0,1.0,-0.6318407960199005,1.0,1.0
408.0,1.0,-0.6309362279511533,1.0,1.0
409.0,1.0,-0.6300316598824062,1.0,1.0
410.0,1.0,-0.629127091813659,1.0,1.0
411.0,1.0,-0.6282225237449117,1.0,1.0
412.0,1.0,-0.6273179556761646,1.0,1.0
413.0,1.0,-0.6264133876074174,1.0,1.0
414.0,1.0,-0.6255088195386702,1.0,1.0
415.0,1.0,-0.624604251469923,1.0,1.0
416.0,1.0,-0.6236996834011759,1.0,1.0
417.0,1.0,-0.6227951153324287,1.0,1.0
418.0,1.0,-0.6218905472636815,1.0,1.0
419.0,1.0,-0.6209859791949344,1.0,1.0
420.0,1.0,-0.6200814111261872,1.0,1.0
421.0,1.0,-0.61917684305744,1.0,1.0
422.0,1.0,-0.6182722749886929,1.0,1.0
423.0,1.0,-0.6173677069199457,1.0,1.0
424.0,1.0,-0.6164631388511985,1.0,1.0
425.0,1.0,-0.6155585707824514,1.0,1.0
426.0,1.0,-0.6146540027137042,1.0,1.0
427.0,1.0,-0.613749434644957,1.0,1.0
428.0,1.0,-0.6128448665762098,1.0,1.0
429.0,1.0,-0.6119402985074627,1.0,1.0
430.0,1.0,-0.6110357304387155,1.0,1.0
431.0,1.0,-0.6101311623699683,1.0,1.0
432.0,1.0,-0.6092265943012212,1.0,1.0
433.0,1.0,-0.608322026232474,1.0,1.0
434.0,1.0,-0.6074174581637268,1.0,1.0
435.0,1.0,-0.6065128900949797,1.0,1.0
436.0,1.0,-0.6056083220262325,1.0,1.0
437.0,1.0,-0.6047037539574853,1.0,1.0
438.0,1.0,-0.6037991858887382,1.0,1.0
439.0,1.0,-0.602894617819991,1.0,1.0
440.0,1.0,-0.6019900497512438,1.0,1.0
441.0,1.0,-0.6010854816824966,1.0,1.0
442.0,1.0,-0.6001809136137495,1.0,1.0
443.0,1.0,-0.5992763455450023,1.0,1.0
444.0,1.0,-0.5983717774762551,1.0,1.0
445.0,1.0,-0.597467209407508,1.0,1.0
446.0,1.0,-0.5965626413387608,1.0,1.0
447.0,1.0,-0.5956580732700136,1.0,1.0
448.0,1.0,-0.5947535052012665,1.0,1.0
449.0,1.0,-0.5938489371325193,1.0,1.0
450.0,1.0,-0.5929443690637721,1.0,1.0
451.0,1.0,-0.592039800995025,1.0,1.0
452.0,1.0,-0.5911352329262777,1.0,1.0
453.0,1.0,-0.5902306648575305,1.0,1.0
454.0,1.0,-0.5893260967887833,1.0,1.0
455.0,1.0,-0.5884215287200362,1.0,1.0
456.0,1.0,-0.587516960651289,1.0,1.0
457.0,1.0,-0.5866123925825418,1.0,1.0
458.0,1.0,-0.5857078245137947,1.0,1.0
459.0,1.0,-0.5848032564450475,1.0,1.0
460.0,1.0,-0.5838986883763003,1.0,1.0
461.0,1.0,-0.5829941203075532,1.0,1.0
462.0,1.0,-0.582089552238806,1.0,1.0
463.0,1.0,-0.5811849841700588,1.0,1.0
464.0,1.0,-0.5802804161013116,1.0,1.0
